map_id,map_user_id,map_topic_id,map_folder_id,map_read_time,map_user_active,map_user_banned,map_has_unread,map_is_starter,map_ignore_notification,map_last_topic_reply
45,1,23,myconvo,2011-10-03T13:28:23Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-10-03T01:21:13Z
46,47,23,myconvo,2011-10-03T01:21:14Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-10-03T01:21:13Z
48,1,24,myconvo,2011-11-07T01:35:37Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-10-04T05:52:14Z
49,47,25,myconvo,2011-10-04T07:03:07Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-04T07:03:07Z
50,1,25,myconvo,2011-10-04T08:23:23Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-10-04T07:03:07Z
51,35,26,myconvo,2011-10-06T20:52:02Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-10-06T12:06:56Z
52,2,26,myconvo,2011-10-08T02:05:15Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-10-06T12:06:56Z
1505,862,749,myconvo,2012-09-17T17:15:40Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-09-17T16:31:30Z
173,9,87,myconvo,2011-12-19T19:39:27Z,TRUE,FALSE,TRUE,FALSE,FALSE,2011-12-19T19:44:17Z
55,4,28,myconvo,2011-10-06T17:13:56Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-06T17:13:54Z
56,35,28,myconvo,2011-10-25T08:05:51Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-10-06T17:13:54Z
1504,2,749,myconvo,2012-09-17T16:31:30Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-09-17T16:31:30Z
61,2,31,myconvo,2014-02-16T21:26:38Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-08T22:44:03Z
65,7,33,myconvo,2011-10-09T19:18:17Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-10-09T19:15:21Z
64,40,32,myconvo,2012-02-07T13:37:32Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-02-07T05:34:48Z
66,12,33,myconvo,2011-10-09T19:54:47Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-10-09T19:15:21Z
2058,2037,1025,myconvo,2013-11-07T05:16:59Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-27T06:19:24Z
2019,1109,1005,myconvo,2013-02-26T17:57:01Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-22T06:33:24Z
69,7,35,myconvo,2011-10-12T09:40:57Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-10-11T22:25:28Z
70,2,35,myconvo,2011-10-11T22:25:46Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-10-11T22:25:28Z
71,35,36,myconvo,2011-10-13T12:45:36Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-10-11T21:18:30Z
72,2,36,myconvo,2011-10-11T22:13:02Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-10-11T21:18:30Z
83,54,42,myconvo,2011-12-21T16:01:28Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-15T22:00:03Z
73,17,37,myconvo,2012-10-10T23:58:46Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-13T01:18:16Z
74,35,37,myconvo,2011-10-13T12:42:36Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-10-13T01:18:16Z
75,8,38,myconvo,2011-10-14T22:44:19Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-14T22:44:17Z
76,35,38,myconvo,2011-10-14T22:40:55Z,FALSE,FALSE,TRUE,TRUE,FALSE,2011-10-14T22:44:17Z
79,3,40,myconvo,2014-09-07T01:44:11Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-01T17:19:05Z
80,35,40,myconvo,2011-12-12T23:25:45Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-11-01T17:19:05Z
106,1,53,myconvo,2011-11-07T01:35:58Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-10-31T17:11:58Z
81,54,41,myconvo,2012-05-26T03:45:51Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-13T20:52:10Z
82,1,41,myconvo,2011-10-13T20:57:41Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-10-13T20:52:10Z
84,40,42,myconvo,2011-10-16T09:41:34Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-10-15T22:00:03Z
430,108,215,myconvo,2012-02-23T01:31:10Z,FALSE,FALSE,TRUE,TRUE,FALSE,2012-02-23T04:22:28Z
429,61,215,myconvo,2012-02-23T04:22:30Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-02-23T04:22:28Z
87,2,44,myconvo,2014-02-16T21:26:31Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-25T09:07:16Z
88,35,44,myconvo,2011-10-25T10:23:32Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-10-25T09:07:16Z
89,8,45,myconvo,2011-10-27T21:52:17Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-27T21:46:54Z
90,3,45,myconvo,2011-12-17T22:15:05Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-10-27T21:46:54Z
880,67,438,myconvo,2012-06-18T14:45:32Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-06-18T14:45:32Z
879,272,438,myconvo,2012-06-27T00:53:06Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-06-18T14:45:32Z
113,2,57,myconvo,2014-02-16T21:26:19Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-02T23:23:12Z
95,4,48,myconvo,2011-10-30T11:25:59Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-30T11:25:58Z
93,7,47,myconvo,2011-10-28T06:21:26Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-10-28T06:21:24Z
94,11,47,myconvo,2011-10-28T06:23:50Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-10-28T06:21:24Z
96,35,48,myconvo,2011-11-01T07:18:08Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-10-30T11:25:58Z
899,158,448,myconvo,2014-11-18T21:46:43Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-08-09T18:03:01Z
1156,246,576,myconvo,2012-07-31T02:48:51Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-07-31T02:48:50Z
99,54,50,myconvo,2011-11-01T09:03:08Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-01T08:56:13Z
100,35,50,myconvo,2011-11-01T10:36:05Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-11-01T08:56:13Z
101,62,51,myconvo,2011-11-07T03:18:04Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-07T03:18:03Z
102,35,51,myconvo,2011-12-12T23:25:56Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-11-07T03:18:03Z
103,61,52,myconvo,2012-02-09T02:26:03Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-02T01:52:25Z
104,35,52,myconvo,2011-12-12T23:25:38Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-11-02T01:52:25Z
105,65,53,myconvo,2012-01-20T01:14:48Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-10-31T17:11:58Z
170,89,85,myconvo,2011-12-19T15:31:03Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-18T19:52:53Z
529,7,263,myconvo,2012-03-05T15:52:18Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-03-05T15:52:10Z
896,146,446,myconvo,2012-06-21T00:49:21Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-06-21T00:49:20Z
111,11,56,myconvo,2011-11-03T10:20:02Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-02T15:12:06Z
112,44,56,myconvo,2011-11-02T17:31:39Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-11-02T15:12:06Z
114,35,57,myconvo,2011-12-12T23:25:50Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-11-02T23:23:12Z
117,4,59,myconvo,2011-11-05T10:21:45Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-05T04:02:04Z
118,7,59,myconvo,2012-02-04T22:33:49Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-11-05T04:02:04Z
127,11,64,myconvo,2012-02-03T06:17:38Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-09T15:43:20Z
2975,65,1483,myconvo,2013-01-24T01:26:29Z,TRUE,FALSE,FALSE,TRUE,FALSE,2013-01-24T01:26:29Z
121,72,61,myconvo,2012-08-10T12:50:49Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-11-06T17:43:30Z
122,9,61,myconvo,2011-11-06T17:43:30Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-11-06T17:43:30Z
128,23,64,myconvo,2011-11-15T01:33:11Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-11-09T15:43:20Z
143,14,72,myconvo,2012-03-18T22:03:15Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-15T01:23:49Z
129,1,65,myconvo,2011-11-10T19:42:24Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-11-10T19:42:23Z
130,3,65,myconvo,2011-11-11T14:49:50Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-11-10T19:42:23Z
131,1,66,myconvo,2011-12-17T13:49:11Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-11-09T21:59:00Z
132,13,66,myconvo,2012-02-23T07:44:35Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-11-09T21:59:00Z
135,8,68,myconvo,2011-12-05T21:11:29Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-05T21:11:28Z
133,3,67,myconvo,2011-11-11T14:49:21Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-10T19:36:04Z
134,14,67,myconvo,2011-11-11T16:54:04Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-11-10T19:36:04Z
136,14,68,myconvo,2011-12-05T23:05:24Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-05T21:11:28Z
137,54,69,myconvo,2011-11-13T17:49:07Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-13T17:49:06Z
138,14,69,myconvo,2011-11-13T18:09:09Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-11-13T17:49:06Z
141,7,71,myconvo,2011-11-17T15:43:45Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-11-14T21:12:59Z
142,9,71,myconvo,2011-11-14T22:02:39Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-11-14T21:12:59Z
144,35,72,myconvo,2011-12-15T01:54:51Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-12-15T01:23:49Z
147,54,74,myconvo,2011-11-24T13:58:23Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-24T13:58:22Z
895,204,446,myconvo,2012-06-21T01:19:50Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-06-21T00:49:20Z
894,234,445,myconvo,2012-06-20T23:16:43Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-06-20T23:13:55Z
148,35,74,myconvo,2011-12-12T23:25:20Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-11-24T13:58:22Z
893,146,445,myconvo,2012-06-20T23:13:56Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-06-20T23:13:55Z
892,267,444,myconvo,2013-04-25T01:04:51Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-09-06T22:37:23Z
172,14,86,myconvo,2012-11-21T04:31:50Z,TRUE,FALSE,FALSE,TRUE,TRUE,2011-12-18T16:40:16Z
1799,1014,896,myconvo,2012-10-05T22:43:07Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-05T16:48:39Z
152,14,76,myconvo,2011-12-05T19:45:21Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-02T05:31:30Z
169,7,85,myconvo,2011-12-18T21:40:10Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-12-18T19:52:53Z
171,49,86,myconvo,2011-12-23T02:53:30Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-12-18T16:40:16Z
168,89,84,myconvo,2011-12-19T15:31:18Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-18T19:29:19Z
157,4,79,myconvo,2011-11-29T19:08:05Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-11-29T19:08:03Z
158,35,79,myconvo,2011-12-12T23:25:25Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-11-29T19:08:03Z
161,84,81,myconvo,2011-12-21T08:51:25Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-08T04:48:28Z
159,7,80,myconvo,2011-12-27T13:39:59Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-12-12T04:09:59Z
160,79,80,myconvo,2011-12-13T03:32:07Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-12T04:09:59Z
528,4,263,myconvo,2012-03-05T16:15:19Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-03-05T15:52:10Z
162,35,81,myconvo,2011-12-18T20:58:01Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-12-08T04:48:28Z
527,65,262,myconvo,2012-03-05T11:18:59Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-03-05T11:15:00Z
165,89,83,myconvo,2011-12-19T11:56:06Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-17T14:45:38Z
166,7,83,myconvo,2011-12-17T14:51:44Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-12-17T14:45:38Z
167,14,84,myconvo,2011-12-18T20:30:13Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-18T19:29:19Z
176,89,88,myconvo,2011-12-20T15:21:55Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-19T22:26:49Z
177,9,89,myconvo,2011-12-23T19:09:11Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-21T20:35:54Z
178,89,89,myconvo,2011-12-21T20:35:59Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-21T20:35:54Z
179,49,90,myconvo,2011-12-23T02:52:49Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-12-21T02:49:09Z
180,89,90,myconvo,2011-12-21T08:20:03Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-21T02:49:09Z
191,9,96,myconvo,2011-12-24T10:20:12Z,TRUE,FALSE,TRUE,FALSE,FALSE,2011-12-24T16:34:41Z
181,35,91,myconvo,2012-01-04T12:52:09Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-01-04T05:32:52Z
182,23,91,myconvo,2012-01-04T05:32:59Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-01-04T05:32:52Z
229,56,115,myconvo,2013-03-09T20:19:39Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-01-27T22:54:40Z
183,14,92,myconvo,2012-03-18T22:03:23Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-25T14:24:41Z
184,35,92,myconvo,2011-12-26T13:01:39Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-12-25T14:24:41Z
185,13,93,myconvo,2011-12-23T20:04:45Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-23T13:27:00Z
186,89,93,myconvo,2011-12-23T23:34:34Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-23T13:27:00Z
187,13,94,myconvo,2012-02-09T12:23:39Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-23T20:06:15Z
188,89,94,myconvo,2011-12-23T23:34:24Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-23T20:06:15Z
189,1,95,myconvo,2012-01-25T21:09:44Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-01-25T20:40:43Z
190,89,95,myconvo,2012-01-26T08:03:18Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-01-25T20:40:43Z
192,67,96,myconvo,2011-12-24T16:34:43Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-12-24T16:34:41Z
193,49,97,myconvo,2012-02-17T23:42:35Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-12-24T02:49:25Z
194,14,97,myconvo,2011-12-24T18:44:02Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-24T02:49:25Z
197,9,99,myconvo,2011-12-26T10:20:59Z,TRUE,FALSE,TRUE,FALSE,FALSE,2011-12-26T15:18:13Z
198,7,99,myconvo,2011-12-26T15:18:14Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-12-26T15:18:13Z
199,35,100,myconvo,2012-01-05T22:50:16Z,FALSE,FALSE,FALSE,FALSE,FALSE,2011-12-24T20:54:30Z
200,3,100,myconvo,2011-12-24T20:54:30Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-24T20:54:30Z
201,9,101,myconvo,2011-12-31T10:36:29Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-26T12:51:34Z
202,11,101,myconvo,2011-12-26T12:51:36Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-26T12:51:34Z
525,22,261,myconvo,2012-03-04T19:52:27Z,TRUE,FALSE,TRUE,TRUE,FALSE,2012-03-04T20:15:44Z
1420,663,707,myconvo,2012-09-06T10:08:45Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-09-06T03:58:08Z
205,9,103,myconvo,2011-12-26T10:17:27Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-26T10:17:24Z
206,14,103,myconvo,2011-12-26T14:11:05Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-26T10:17:24Z
221,11,111,myconvo,2012-01-01T01:53:47Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-01-01T01:23:52Z
3522,49,1755,myconvo,2013-06-25T00:20:13Z,TRUE,FALSE,FALSE,FALSE,FALSE,2013-06-25T00:11:21Z
1419,274,706,myconvo,2012-12-12T04:57:14Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-09-04T02:01:21Z
209,84,105,myconvo,2011-12-26T19:02:33Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-26T19:02:28Z
210,79,105,myconvo,2011-12-26T19:13:47Z,FALSE,FALSE,FALSE,TRUE,FALSE,2011-12-26T19:02:28Z
213,14,107,myconvo,2011-12-26T19:52:05Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-26T19:46:32Z
217,91,109,myconvo,2012-05-21T19:49:58Z,TRUE,FALSE,FALSE,FALSE,FALSE,2011-12-31T18:01:19Z
212,14,106,myconvo,2011-12-26T19:10:51Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-26T19:10:51Z
214,11,107,myconvo,2011-12-26T19:59:54Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-26T19:46:32Z
291,49,146,myconvo,2012-01-29T17:11:33Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-01-29T17:11:32Z
524,54,261,myconvo,2012-03-04T20:15:45Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-03-04T20:15:44Z
218,79,109,myconvo,2011-12-31T18:01:20Z,TRUE,FALSE,FALSE,TRUE,FALSE,2011-12-31T18:01:19Z
235,35,118,myconvo,2012-01-11T14:18:05Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-01-11T14:18:04Z
222,16,111,myconvo,2012-01-01T01:23:59Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-01-01T01:23:52Z
223,16,112,myconvo,2012-07-05T21:22:37Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-01-01T01:38:07Z
224,11,112,myconvo,2012-01-01T02:00:32Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-01-01T01:38:07Z
225,5,113,myconvo,2012-01-01T02:26:57Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-01-01T02:26:45Z
226,11,113,myconvo,2012-01-01T02:26:46Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-01-01T02:26:45Z
227,1,114,myconvo,2012-01-02T08:27:48Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-01-02T00:03:17Z
228,14,114,myconvo,2012-01-02T00:03:17Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-01-02T00:03:17Z
230,7,115,myconvo,2012-01-27T23:04:42Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-01-27T22:54:40Z
1418,279,706,myconvo,2012-09-04T02:01:23Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-09-04T02:01:21Z
1881,1109,936,myconvo,2012-10-23T09:51:50Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-19T02:31:32Z
236,3,118,myconvo,2014-09-07T01:43:23Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-01-11T14:18:04Z
237,14,119,myconvo,2012-03-18T22:02:53Z,TRUE,FALSE,FALSE,FALSE,TRUE,2012-01-12T02:45:23Z
238,35,119,myconvo,2012-01-12T02:45:24Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-01-12T02:45:23Z
239,54,120,myconvo,2012-01-13T02:07:51Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-01-12T17:22:05Z
240,35,120,myconvo,2012-01-12T18:38:25Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-01-12T17:22:05Z
241,101,121,myconvo,2012-01-20T12:23:29Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-01-16T15:14:31Z
242,65,121,myconvo,2012-01-20T01:15:28Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-01-16T15:14:31Z
253,114,127,myconvo,2012-01-21T19:15:32Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-01-21T19:15:23Z
243,49,122,myconvo,2012-02-17T23:42:56Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-01-17T11:51:46Z
244,13,122,myconvo,2012-01-17T11:51:59Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-01-17T11:51:46Z
3364,3491,1677,myconvo,2013-05-09T04:40:19Z,FALSE,FALSE,FALSE,TRUE,FALSE,2013-05-09T04:40:18Z
247,108,124,myconvo,2012-01-18T14:22:53Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-01-18T14:22:38Z
