id,member_id,ctime,note,ip_address,appcomponent,module,controller,do,lang_key,member_name
112,1,2011-09-14T12:21:24Z,Forum 'Press Department'  edited,178.140.119.217,forums,forums,forums,doedit,,
114,1,2011-09-15T14:30:24Z,Edited Member 'Ritz' account,178.140.119.217,members,members,members,member_edit,,
115,1,2011-09-15T14:31:05Z,Edited Group 'PM Worker',178.140.119.217,members,groups,groups,doedit,,
1257,1,2013-02-26T00:47:38Z,Edited Member 'Citizens For Equality' account,178.140.113.148,members,members,members,member_edit,,
117,1,2011-09-18T11:42:11Z,Forum 'Documentaries'  edited,178.140.121.11,forums,forums,forums,doedit,,
118,1,2011-09-18T20:08:35Z,Edited Member 'PhilippeLizard' account,178.140.121.11,members,members,members,member_edit,,
1256,1,2013-02-25T05:11:04Z,Edited Member 'Talleyrand' account,178.140.113.148,members,members,members,member_edit,,
121,1,2011-09-22T09:39:24Z,Edited Member 'American_Blackshirt' account,178.140.121.11,members,members,members,member_edit,,
1255,1,2013-02-24T05:42:01Z,Edited Member 'Omera' account,178.140.113.148,members,members,members,member_edit,,
123,1,2011-09-27T11:08:43Z,Forum 'Militarism' created,178.140.121.11,forums,forums,forums,donew,,
124,1,2011-09-28T07:27:17Z,Forum 'Religion' created,178.140.121.11,forums,forums,forums,donew,,
1254,1,2013-02-20T09:27:53Z,Edited Member 'MrShutkolub' account,178.176.85.243,members,members,members,member_edit,,
1253,1,2013-02-20T06:41:53Z,Forum 'Music' created,178.176.87.172,forums,forums,forums,donew,,
1252,1,2013-02-19T06:48:23Z,Edited Member 'AntifaUnion' account,178.177.231.50,members,members,members,member_edit,,
1251,1,2013-02-10T09:14:30Z,Edited Member 'Antithesis762' account,178.140.113.148,members,members,members,member_edit,,
130,1,2011-10-07T21:03:46Z,Forum 'Fascism and Nazism'  edited,178.140.121.11,forums,forums,forums,doedit,,
131,1,2011-10-07T21:06:13Z,Forum 'Fascism and Racialism' created,178.140.121.11,forums,forums,forums,donew,,
132,1,2011-10-07T21:10:53Z,Category 'Opposition Area' created,178.140.121.11,forums,forums,forums,donew,,
133,1,2011-10-07T21:11:18Z,Forum 'Opposition Area'  edited,178.140.121.11,forums,forums,forums,doedit,,
134,1,2011-10-07T21:11:50Z,Forum 'Opposition Area'  edited,178.140.121.11,forums,forums,forums,doedit,,
135,1,2011-10-07T21:12:28Z,Forum 'Fascism and the Left'  edited,178.140.121.11,forums,forums,forums,doedit,,
136,1,2011-10-07T21:12:47Z,Forum 'Fascism and the Right'  edited,178.140.121.11,forums,forums,forums,doedit,,
137,1,2011-10-07T21:13:00Z,Forum 'Fascism and Nazism'  edited,178.140.121.11,forums,forums,forums,doedit,,
138,1,2011-10-07T21:13:17Z,Forum 'Fascism and Racialism'  edited,178.140.121.11,forums,forums,forums,doedit,,
1250,1,2013-02-10T08:50:36Z,Member's personal profile photo removed ( Member ID: 298 ),178.140.113.148,members,ajax,editform,remove_photo,,
140,1,2011-10-08T19:22:12Z,Forum 'Community Archive Project' created,178.140.121.11,forums,forums,forums,donew,,
141,1,2011-10-08T19:25:03Z,Forum 'Archive Project Central'  edited,178.140.121.11,forums,forums,forums,doedit,,
142,1,2011-10-08T19:25:32Z,Forum 'External Materials Archive'  edited,178.140.121.11,forums,forums,forums,doedit,,
143,1,2011-10-08T19:25:49Z,Forum 'Members Material Archive'  edited,178.140.121.11,forums,forums,forums,doedit,,
144,1,2011-10-08T19:28:19Z,Removed forum: 'Iron March Forum Archives',178.140.121.11,forums,forums,forums,dodelete,,
1249,1,2013-02-10T06:51:38Z,Edited Member 'Antithesis762' account,178.140.113.148,members,members,members,member_edit,,
146,9,2011-12-19T19:37:32Z,Edited Member 'Ben Barton' account,88.147.20.162,members,members,members,member_edit,,
147,1,2011-12-27T16:42:56Z,Altered ban status for member Frost Bummer,188.32.178.123,members,members,members,ban_member,,
148,1,2011-12-27T16:43:25Z,Deleted Member(s): Frost Bummer,188.32.178.123,members,ajax,members,do_delete,,
149,9,2012-01-09T17:23:59Z,Edited Member 'Frost Hammer' account,88.147.21.204,members,members,members,member_edit,,
150,1,2012-01-17T08:19:18Z,Edited Member 'Владимир_Борисов' account,188.32.178.123,members,members,members,member_edit,,
1248,1,2013-02-04T11:01:54Z,Edited Member 'F.S.J. Zero Twelve' account,178.140.113.148,members,members,members,member_edit,,
152,1,2012-01-28T19:35:22Z,Deleted Member(s): Pete Jauregui II,188.32.178.123,members,members,members,member_delete,,
153,1,2012-01-28T19:37:14Z,Deleted Member(s): miss green venom,188.32.178.123,members,members,members,member_delete,,
154,1,2012-01-28T19:37:36Z,Deleted Member(s): Stratelates,188.32.178.123,members,members,members,member_delete,,
155,1,2012-01-28T19:39:15Z,Deleted Member(s): BlitzOfTheReich14,188.32.178.123,members,members,members,member_delete,,
156,1,2012-01-28T19:39:31Z,Deleted Member(s): British Blackshirt,188.32.178.123,members,members,members,member_delete,,
157,1,2012-01-28T19:39:52Z,Deleted Member(s): PIC_American,188.32.178.123,members,members,members,member_delete,,
158,1,2012-01-28T19:40:29Z,Deleted Member(s): MaibrafefVani,188.32.178.123,members,members,members,member_delete,,
159,1,2012-01-28T19:42:27Z,Deleted Member(s): dackkorto,188.32.178.123,members,members,members,member_delete,,
160,1,2012-01-28T19:42:38Z,Deleted Member(s): JAC88,188.32.178.123,members,members,members,member_delete,,
161,1,2012-01-28T19:43:30Z,Deleted Member(s): DucitAmorPatriae,188.32.178.123,members,members,members,member_delete,,
162,1,2012-01-28T19:43:37Z,Deleted Member(s): Drieu_La_Rochelle,188.32.178.123,members,members,members,member_delete,,
163,1,2012-01-28T19:44:24Z,Deleted Member(s): Belevedere,188.32.178.123,members,members,members,member_delete,,
164,1,2012-01-28T19:44:46Z,Deleted Member(s): nevinn18,188.32.178.123,members,members,members,member_delete,,
165,1,2012-01-28T19:45:04Z,Deleted Member(s): conlaiarla,188.32.178.123,members,members,members,member_delete,,
166,1,2012-01-28T19:45:51Z,Deleted Member(s): jarrodwalker820,188.32.178.123,members,members,members,member_delete,,
167,1,2012-01-28T19:48:19Z,Deleted Member(s): IgnisSanat1499,188.32.178.123,members,members,members,member_delete,,
168,1,2012-01-28T19:48:31Z,Deleted Member(s): Envillhip,188.32.178.123,members,members,members,member_delete,,
169,1,2012-01-28T19:48:44Z,Deleted Member(s): Boston Blackshirt,188.32.178.123,members,members,members,member_delete,,
170,1,2012-01-28T19:48:52Z,Deleted Member(s): Innonrydype,188.32.178.123,members,members,members,member_delete,,
171,1,2012-01-28T19:49:13Z,Deleted Member(s): Astaphaeus,188.32.178.123,members,members,members,member_delete,,
172,1,2012-01-28T19:49:35Z,Deleted Member(s): Gonaacronia,188.32.178.123,members,members,members,member_delete,,
173,1,2012-01-28T19:49:44Z,Deleted Member(s): SedyWratrytexAl,188.32.178.123,members,members,members,member_delete,,
174,1,2012-01-28T19:50:19Z,Deleted Member(s): Freikorps,188.32.178.123,members,members,members,member_delete,,
175,1,2012-01-28T19:50:28Z,Deleted Member(s): Benjamin Barton,188.32.178.123,members,members,members,member_delete,,
176,1,2012-01-28T19:50:35Z,Deleted Member(s): LawrenceGaffagan,188.32.178.123,members,members,members,member_delete,,
177,1,2012-01-28T19:50:44Z,Deleted Member(s): black_shirt_CorkScrew,188.32.178.123,members,members,members,member_delete,,
178,1,2012-01-28T19:50:54Z,Deleted Member(s): Novus Ordo,188.32.178.123,members,members,members,member_delete,,
179,1,2012-01-28T19:51:32Z,Deleted Member(s): Feigemi,188.32.178.123,members,members,members,member_delete,,
180,1,2012-01-28T19:51:45Z,Deleted Member(s): Diggie Dee,188.32.178.123,members,members,members,member_delete,,
181,1,2012-01-28T19:51:54Z,Deleted Member(s): Charadriiform,188.32.178.123,members,members,members,member_delete,,
182,1,2012-01-28T19:52:21Z,Deleted Member(s): JW2012,188.32.178.123,members,members,members,member_delete,,
183,1,2012-01-28T19:52:24Z,Deleted Member(s): Legionist,188.32.178.123,members,members,members,member_delete,,
184,1,2012-01-29T08:40:12Z,Edited Member 'Ben Barton' account,188.32.178.123,members,members,members,member_edit,,
185,9,2012-01-29T15:40:11Z,Edited Member 'Ben Barton' account,88.147.19.220,members,members,members,member_edit,,
186,1,2012-01-30T12:03:56Z,Member password changed ( Member ID: 13 ),188.32.178.123,members,members,editform,save_password,,
187,1,2012-01-30T18:19:41Z,Edited Member 'Ben Barton' account,188.32.178.123,members,members,members,member_edit,,
1247,1,2013-02-01T09:39:24Z,Edited Member 'Ada' account,178.140.113.148,members,members,members,member_edit,,
1246,1,2013-02-01T09:37:25Z,Forum 'Propaganda'  edited,178.140.113.148,forums,forums,forums,doedit,,
1245,1,2013-02-01T09:32:31Z,Removed forum: 'Duel Archives',178.140.113.148,forums,forums,forums,dodelete,,
1244,1,2013-02-01T09:32:19Z,Removed forum: 'The Arena',178.140.113.148,forums,forums,forums,dodelete,,
1243,1,2013-02-01T09:27:27Z,Removed forum: 'Rules and Challenges',178.140.113.148,forums,forums,forums,dodelete,,
196,1,2012-02-03T06:22:30Z,Member password changed ( Member ID: 23 ),188.32.178.123,members,members,editform,save_password,,
197,1,2012-02-03T06:47:51Z,Deleted Member(s): tuna head,188.32.178.123,members,members,members,member_delete,,
198,1,2012-02-03T09:43:34Z,Edited Member 'Frost Hammer' account,188.32.178.123,members,members,members,member_edit,,
1242,1,2013-01-30T14:36:10Z,Forum 'Propaganda'  edited,178.140.113.148,forums,forums,forums,doedit,,
201,1,2012-02-05T13:34:11Z,Member's personal profile photo removed ( Member ID: 5 ),188.32.178.123,members,ajax,editform,remove_photo,,
202,1,2012-02-05T13:34:35Z,Edited Member 'Will to Power' account,188.32.178.123,members,members,members,member_edit,,
1241,1,2013-01-30T14:29:06Z,Removed forum: 'Propaganda Ministry',178.140.113.148,forums,forums,forums,dodelete,,
1240,1,2013-01-30T14:28:58Z,Removed forum: 'Main Office',178.140.113.148,forums,forums,forums,dodelete,,
205,1,2012-02-10T13:33:36Z,Forum 'Personalities' created,188.32.178.123,forums,forums,forums,donew,,
206,1,2012-02-10T18:15:26Z,Deleted Member(s): Gry-E21,188.32.178.123,members,members,members,member_delete,,
207,1,2012-02-10T18:16:24Z,Deleted Member(s): Coldblooded,188.32.178.123,members,members,members,member_delete,,
208,1,2012-02-10T18:16:46Z,Deleted Member(s): one000,188.32.178.123,members,members,members,member_delete,,
209,1,2012-02-10T18:17:02Z,Deleted Member(s): Vlad III,188.32.178.123,members,members,members,member_delete,,
210,1,2012-02-10T18:17:39Z,Deleted Member(s): otakumilitia,188.32.178.123,members,members,members,member_delete,,
211,1,2012-02-10T18:19:20Z,Deleted Member(s): NatCap,188.32.178.123,members,members,members,member_delete,,
212,1,2012-02-10T18:19:59Z,Deleted Member(s): Grajkow-T87,188.32.178.123,members,members,members,member_delete,,
213,1,2012-02-10T18:20:14Z,Deleted Member(s): Prurhoory,188.32.178.123,members,members,members,member_delete,,
214,1,2012-02-10T18:22:43Z,Deleted Member(s): Guessesyday,188.32.178.123,members,members,members,member_delete,,
215,1,2012-02-10T18:23:28Z,Deleted Member(s): Dr.h.c. Adolf Benca,188.32.178.123,members,members,members,member_delete,,
216,1,2012-02-10T18:23:31Z,Deleted Member(s): Dr.h.c.Adolf Benca,188.32.178.123,members,members,members,member_delete,,
1239,1,2013-01-30T14:28:46Z,Removed forum: 'Video Department',178.140.113.148,forums,forums,forums,dodelete,,
1238,1,2013-01-30T14:28:38Z,Removed forum: 'Imagery Department',178.140.113.148,forums,forums,forums,dodelete,,
1237,1,2013-01-30T14:28:28Z,Removed forum: 'Press Department',178.140.113.148,forums,forums,forums,dodelete,,
221,1,2012-02-22T14:59:02Z,Deleted Member(s): GistiadiaLext,188.32.178.123,members,members,members,member_delete,,
222,1,2012-02-22T14:59:31Z,Deleted Member(s): Soldier,188.32.178.123,members,members,members,member_delete,,
223,1,2012-02-22T14:59:53Z,Deleted Member(s): burenifm,188.32.178.123,members,members,members,member_delete,,
224,1,2012-02-22T15:00:01Z,Deleted Member(s): burenixf,188.32.178.123,members,members,members,member_delete,,
225,1,2012-02-22T15:00:19Z,Deleted Member(s): Pozycj-G51,188.32.178.123,members,members,members,member_delete,,
226,1,2012-02-22T15:00:31Z,Deleted Member(s): mkieeae,188.32.178.123,members,members,members,member_delete,,
227,1,2012-02-22T15:00:45Z,Deleted Member(s): daneriav,188.32.178.123,members,members,members,member_delete,,
228,1,2012-02-22T15:00:48Z,Deleted Member(s): banetiba,188.32.178.123,members,members,members,member_delete,,
229,1,2012-02-23T06:10:41Z,Edited Member 'Cricket' account,188.32.178.123,members,members,members,member_edit,,
230,1,2012-02-23T06:11:56Z,Changed member's display name 'Cricket' to 'Richard the Cricket',188.32.178.123,members,members,editform,save_display_name,,
231,1,2012-02-23T06:12:36Z,Edited Member 'Richard the Cricket' account,188.32.178.123,members,members,members,member_edit,,
232,1,2012-02-23T06:12:53Z,Edited Member 'Richard the Cricket' account,188.32.178.123,members,members,members,member_edit,,
233,1,2012-02-23T06:13:31Z,Edited Member 'Richard the Cricket' account,188.32.178.123,members,members,members,member_edit,,
234,1,2012-02-23T06:19:51Z,Edited Member 'Richard the Cricket' account,188.32.178.123,members,members,members,member_edit,,
235,1,2012-02-23T06:25:20Z,Edited Member 'Richard the Cricket' account,188.32.178.123,members,members,members,member_edit,,
236,1,2012-02-23T06:38:19Z,Edited Member 'Richard the Cricket' account,188.32.178.123,members,members,members,member_edit,,
237,1,2012-02-23T06:39:13Z,Edited Member 'Richard the Cricket' account,188.32.178.123,members,members,members,member_edit,,
238,1,2012-02-23T06:39:38Z,Edited Member 'Richard the Cricket' account,188.32.178.123,members,members,members,member_edit,,
239,1,2012-02-23T06:39:50Z,Edited Member 'Richard the Cricket' account,188.32.178.123,members,members,members,member_edit,,
240,1,2012-02-24T02:42:36Z,Edited Member 'Saturn' account,188.32.178.123,members,members,members,member_edit,,
241,1,2012-03-09T05:37:16Z,Forum 'Hispanidad' created,188.32.178.123,forums,forums,forums,donew,,
242,1,2012-03-09T05:37:32Z,Forum 'Hungary'  edited,188.32.178.123,forums,forums,forums,doedit,,
243,1,2012-03-11T12:03:12Z,Forum access permissions edited in Hispanidad,188.32.178.123,forums,forums,forums,pdoedit,,
1236,1,2013-01-30T14:26:35Z,Emptied forum 'Main Office' of all posts,178.140.113.148,forums,forums,forums,doempty,,
245,1,2012-03-12T22:59:25Z,Forum access permissions edited in Canada,188.32.178.123,forums,forums,forums,pdoedit,,
246,1,2012-03-12T23:01:47Z,Forum 'Canada'  edited,188.32.178.123,forums,forums,forums,doedit,,
247,1,2012-03-12T23:04:19Z,Removed forum: 'Canada',188.32.178.123,forums,forums,forums,dodelete,,
248,1,2012-03-12T23:06:27Z,Forum 'Canada' created,188.32.178.123,forums,forums,forums,donew,,
249,1,2012-03-12T23:15:18Z,Deleted Member(s): Imperator,188.32.178.123,members,members,members,member_delete,,
250,1,2012-03-12T23:16:17Z,Deleted Member(s): nationalactionistwarfare,188.32.178.123,members,members,members,member_delete,,
251,1,2012-03-12T23:16:23Z,Deleted Member(s): buy cheap cialis soft,188.32.178.123,members,members,members,member_delete,,
252,1,2012-03-12T23:16:44Z,Deleted Member(s): tamgpg,188.32.178.123,members,members,members,member_delete,,
253,1,2012-03-12T23:17:10Z,Deleted Member(s): Blocky858,188.32.178.123,members,members,members,member_delete,,
