content_id,content_type,content_app,content_location,content_path,content_name,content_data,content_content,content_long_version,content_date
						<span class=""ipsAttachment_progress""><span data-role='quotaWidth' style='width: {expression=""$percent > 100 ? 100 : $percent""}%'></span></span><br>
						<span class='ipsType_light ipsResponsive_hidePhone'>{lang=""messenger_quota_short"" sprintf=""$percent""}</span>
					</div>
				</div>
			{{endif}}
		</div>
		
		<ul class='ipsMenu ipsMenu_auto ipsHide' id='elMessageFolders_menu'>
			{{foreach $folders as $id => $name}}
				{{if $id === 'myconvo'}}
					<li class='ipsMenu_item' data-ipsMenuValue='{$id}'><a href='{url=""app=core&module=messaging&controller=messenger"" seoTemplate=""messaging""}'><span class='ipsMenu_itemCount'>{{if isset( $counts[ $id ] )}}{$counts[ $id ]}{{else}}0{{endif}}</span> <span data-role='folderName'>{$name}</span></a></li>
				{{else}}
					<li class='ipsMenu_item' data-ipsMenuValue='{$id}'><a href='{url=""app=core&module=messaging&controller=messenger&folder={$id}"" seoTemplate=""messaging""}'><span class='ipsMenu_itemCount'>{{if isset( $counts[ $id ] )}}{$counts[ $id ]}{{else}}0{{endif}}</span> <span data-role='folderName'>{$name}</span></a></li>
				{{endif}}
			{{endforeach}}
			<li class='ipsPad_half'><a class='ipsButton ipsButton_fullWidth ipsButton_light ipsButton_small' href=""{url=""app=core&module=messaging&controller=messenger&do=addFolder""}"" data-action=""addFolder"" id='elAddFolder'>{lang=""messenger_add_folder""}</a></li>
		</ul>
		<ul class='ipsMenu ipsMenu_auto ipsHide' id='elFolderSettings_menu'>
			<li class='ipsMenu_title'>{lang=""messenger_action_with"" sprintf=""$folders[ $folder ]""}</li>
			<li class='ipsMenu_item' data-ipsMenuValue='markRead'><a href='{url=""app=core&module=messaging&controller=messenger&do=readFolder&folder={$folder}"" csrf=""true""}'>{lang=""messenger_action_read""}</a></li>
			<li class='ipsMenu_item {{if $folder == 'myconvo'}}ipsMenu_itemDisabled ipsHide{{endif}}' data-ipsMenuValue='rename' id='elFolderRename'><a href='{url=""app=core&module=messaging&controller=messenger&do=renameFolder&folder={$folder}"" csrf=""true""}'>{lang=""messenger_action_rename""}</a></li>
			<li class='ipsMenu_item' data-ipsMenuValue='empty'><a href='{url=""app=core&module=messaging&controller=messenger&do=emptyFolder&folder={$folder}"" csrf=""true""}'>{lang=""messenger_action_empty""}</a></li>
			<li class='ipsMenu_item {{if $folder == 'myconvo'}}ipsMenu_itemDisabled ipsHide{{endif}}' data-ipsMenuValue='delete'><a href='{url=""app=core&module=messaging&controller=messenger&do=deleteFolder&folder={$folder}"" csrf=""true""}'>{lang=""messenger_action_delete_folder""}</a></li>
		</ul>
	</div>

	<div class='ipsColumns ipsColumns_collapseTablet' data-ipsFilterBar data-ipsFilterBar-on='phone,tablet' data-ipsFilterBar-viewDefault='{{if \IPS\Request::i()->id && !isset( \IPS\Request::i()->_list)}}filterContent{{else}}filterBar{{endif}}'>
		<div class='ipsColumn ipsColumn_veryWide' data-role='filterBar'>
			<div id='elMessageSidebar' class='ipsBox ipsfocus_reset' data-controller='core.front.messages.list' data-folderID='{$folder}'
				data-ipsInfScroll
				data-ipsInfScroll-scrollScope='#elMessageList'
				data-ipsInfScroll-container='#elMessageList [data-role=""messageList""]'
				data-ipsInfScroll-url='{$baseUrl->setQueryString( array( 'sortBy' => $sortBy, 'filter' => $filter ) )->stripQueryString( 'id' )}'
				data-ipsInfScroll-pageParam='listPage'
			>
				{theme=""ipsfocus_b1""}<h2 class='ipsType_sectionTitle ipsType_reset'>{lang=""menu_messages""}</h2>{theme=""ipsfocus_b2""}
				{{if request.q}}
					<p class='ipsMessage ipsMessage_info ipsType_reset'>{lang=""messenger_filtering"" sprintf=""\IPS\Request::i()->q""}</p>
				{{endif}}
				<div class='ipsButtonBar ipsPad_half ipsClearfix' data-role=""messageListFilters"">
                  	<ul class='ipsButtonRow ipsClearfix'>
						<li>
							<a class=""ipsJS_show"" href=""#elCheck_menu"" id=""elCheck"" title='{lang=""select_rows_tooltip""}' data-ipsTooltip data-ipsAutoCheck data-ipsAutoCheck-context=""#elMessageList"" data-ipsMenu data-ipsMenu-activeClass=""ipsButtonRow_active"">
								<span class=""cAutoCheckIcon ipsType_medium""><i class=""fa fa-square-o""></i></span> <i class=""fa fa-caret-down""></i>
								<span class='ipsNotificationCount' data-role='autoCheckCount'>0</span>
							</a>
							<ul class=""ipsMenu ipsMenu_auto ipsMenu_withStem ipsHide"" id=""elCheck_menu"">
								<li class=""ipsMenu_title"">{lang=""select_rows""}</li>
								<li class=""ipsMenu_item"" data-ipsMenuValue=""all""><a href=""#"">{lang=""all""}</a></li>
								<li class=""ipsMenu_item"" data-ipsMenuValue=""none""><a href=""#"">{lang=""none""}</a></li>
							</ul>
						</li>
					</ul>
					<ul class='ipsButtonRow ipsPos_right ipsClearfix'>
						<li>
							<a href='#elSortByMenu_menu' id='elSortByMenu' data-ipsMenu data-ipsMenu-activeClass='ipsButtonRow_active' data-ipsMenu-selectable=""radio"">{lang=""sort_by""} <i class='fa fa-caret-down'></i></a>
							<ul class='ipsMenu ipsMenu_auto ipsMenu_withStem ipsMenu_selectable ipsHide' id='elSortByMenu_menu'>
								{{foreach array( 'mt_last_post_time', 'mt_start_time', 'mt_replies' ) as $k}}
									<li class='ipsMenu_item {{if $k == \IPS\Request::i()->sortBy or ( !\IPS\Request::i()->sortBy and $k === 'mt_last_post_time')}}ipsMenu_itemChecked{{endif}}' data-ipsMenuValue='{$k}'><a href='{$baseUrl->setQueryString( array( 'sortBy' => $k, 'filter' => $filter ) )}'>{lang=""$k""}</a></li>
								{{endforeach}}
							</ul>
						</li>
						<li>
							<a href='#elFilterMenu_menu' id='elFilterMenu' data-ipsMenu data-ipsMenu-activeClass='ipsButtonRow_active' data-ipsMenu-selectable=""radio"">{lang=""filter_by""} <i class='fa fa-caret-down'></i></a>
							<ul class='ipsMenu ipsMenu_auto ipsMenu_withStem ipsMenu_selectable ipsHide' id='elFilterMenu_menu'>
								<li class='ipsMenu_item {{if !\IPS\Request::i()->filter}}ipsMenu_itemChecked{{endif}}' data-ipsMenuValue='all'><a href='{$baseUrl->setQueryString( array( 'sortBy' => $sortBy ) )}'>{lang=""messenger_filter_all""}</a></li>
								{{foreach array( 'mine', 'not_mine' ) as $k}}
									<li class='ipsMenu_item {{if $k === \IPS\Request::i()->filter or ( !\IPS\Request::i()->filter and $k === 'all' )}}ipsMenu_itemChecked{{endif}}' data-ipsMenuValue='{$k}'><a href='{$baseUrl->setQueryString( array( 'sortBy' => $sortBy, 'filter' => $k ) )}'>{lang=""messenger_filter_{$k}""}</a></li>
								{{endforeach}}
							</ul>
						</li>
					</ul>
				</div>
				<div id='elMessageList' class='ipsClear ipsScrollbar ipsAreaBackground_light'>
					<form action=""{url=""app=core&module=messaging&controller=messenger"" seoTemplate=""messenger"" csrf=""true""}"" method=""post"" data-role='moderationTools' data-ipsPageAction>
						<ol class='ipsDataList' data-role='messageList' data-ipsKeyNav data-ipsKeyNav-observe='return'>
							{template=""messageListRows"" app=""core"" group=""messaging"" params=""$conversations""}
						</ol>
						<noscript><div class=""ipsPad"">{$pagination|raw}</div></noscript>
						<div class=""ipsAreaBackground ipsPad ipsClearfix"" data-role=""pageActionOptions"">
							<div class=""ipsPos_right"">
								<select name=""modaction"" data-role=""moderationAction"">
									<option value='delete' data-icon='trash'>{lang=""messenger_leave""}</option>
								</select>
								<button type=""submit"" class=""ipsButton ipsButton_alternate ipsButton_verySmall"">{lang=""submit""}</button>
							</div>
						</div>
					</form>
				</div>
				<div class='ipsResponsive_showPhone ipsResponsive_block ipsAreaBackground_light ipsPad'>
					{$pagination|raw}
				</div>
				<div class='ipsAreaBackground ipsPad' id='elMessageSearch'>
					<form accept-charset='utf-8' method='post' action=""{url=""app=core&module=messaging&controller=messenger"" seoTemplate=""messenger""}"" data-role='messageSearch'>
						<a href='#' data-action='messageSearchCancel' class='ipsHide'><i class='fa fa-times'></i></a>
						<input type='text' data-role='messageSearchText' class='ipsField_fullWidth' name='q' placeholder='{lang=""messenger_search""}' value=""{request=""q""}"">
					</form>
                  	<p class='ipsType_center ipsType_medium'>
                        <a href='{url=""app=core&module=messaging&controller=messenger&do=disableMessenger"" seoTemplate=""messenger"" csrf=""true""}' data-confirm>{lang=""disable_messenger""}</a>
                    </p>
				</div>{theme=""ipsfocus_b3""}
			</div>

		</div>
		<div class='ipsColumn ipsColumn_fluid' data-role='filterContent'>
			<div id='elMessageViewer' data-controller='core.front.messages.view' {{if $conversation !== NULL}}data-current-id=""{$conversation->id}""{{endif}}>
				{{if $conversation === NULL}}
					{template=""nomessage"" group=""messaging""}
				{{else}}
					{template=""conversation"" group=""messaging"" params=""$conversation, $folders""}
				{{endif}}
			</div>
		</div>
	</div>

	{{if \IPS\Member::loggedIn()->group['g_max_messages']}}
		<div class='ipsResponsive_showPhone ipsResponsive_block'>
			<div class='ipsType_center' data-role=""quotaTooltip"">
				<span class=""ipsAttachment_progress""><span data-role='quotaWidth' style='width: {expression=""100 / \IPS\Member::loggedIn()->group['g_max_messages'] * array_sum( $counts )""}%'></span></span><br>
				<span class='ipsType_light ipsResponsive_showPhone ipsResponsive_inline'>{lang=""messenger_quota_short"" sprintf=""100 / \IPS\Member::loggedIn()->group['g_max_messages'] * array_sum( $counts )""}</span>
			</div>
		</div>
	{{endif}}

	<div id='elFolderRename_content' style='display: none' data-controller=""core.front.messages.folderDialog"" data-type='rename'>
		<form action='#' method='get'>
			<div class='ipsPad'>
				<input type='text' class='ipsField_primary ipsField_fullWidth' data-role=""folderName"">
			</div>
			<div class='ipsAreaBackground ipsPad ipsType_right'>
				<button type='submit' class='ipsButton ipsButton_primary' data-action='saveFolderName'>{lang=""save""}</button>
			</div>
		</form>
	</div>

	<div id='elAddFolder_content' style='display: none' data-controller=""core.front.messages.folderDialog"" data-type='add'>
		<form action='#' method='get'>
			<div class='ipsPad'>
				<input type='text' class='ipsField_primary ipsField_fullWidth' data-role=""folderName"" placeholder=""{lang=""messenger_add_folder_name""}"">
			</div>
			<div class='ipsAreaBackground ipsPad ipsType_right'>
				<button type='submit' class='ipsButton ipsButton_primary' data-action='saveFolderName'>{lang=""messenger_add_folder""}</button>
			</div>
		</form>
	</div>
</div>
",10000,1460070025
27,template,core,front,modcp,announcements,$table,"<div class='ipsPad'>
	<a href='{url=""app=core&module=modcp&tab=announcements&action=create"" seoTemplate=""modcp_announcements""}' id='elAdd_Announcement' class='ipsButton ipsButton_primary ipsPos_right' data-ipsDialog data-ipsDialog-modal='true' data-ipsDialog-title='{lang=""add_announcement""}'><i class='fa fa-add'></i>&nbsp;<span class='ipsResponsive_inline'>{lang=""add_announcement""}</span></a>
	<br><br><br>
	<div class='ipsClear ipsBox ipsfocus_reset'>
		{$table|raw}
	</div>
</div>",10000,1460070025
28,template,core,front,modcp,approvalQueueSplash,$skipNextTime,"<div class=""ipsPad ipsBox"">
	<div class=""ipsType_center ipsType_large ipsPos_center"">
		<div id='elModCPApprovalSplash'>
			{lang=""approval_queue_splash""}
		</div>
		<br><br>
		<form action=""{url=""app=core&module=modcp&controller=modcp&tab=approval&go=1"" seoTemplate=""modcp_approval""}"" method=""post"">
			<button type=""submit"" class=""ipsButton ipsButton_large ipsButton_primary"">{lang=""approval_queue_start""}</button><br><br>
			<span class=""ipsType_normal ipsType_light""><input name=""skipnext"" value='1' type=""checkbox"" {{if $skipNextTime}}checked{{endif}}> &nbsp;{lang=""approval_queue_skip""}</span>
		</form>
	</div>
</div>
",10000,1460070025
29,template,core,front,modcp,recentWarningsTable,"$table, $headers, $rows, $quickSearch","<div class='ipsBox ipsfocus_reset'>
	{theme=""ipsfocus_b1""}<h2 class='ipsType_sectionTitle ipsType_reset'>{lang=""modcp_recent_warnings""}</h2>{theme=""ipsfocus_b2""}
	{{if $table->pages > 1}}
		<div class=""ipsButtonBar ipsPad_half ipsClearfix ipsClear"">
			{template=""pagination"" group=""global"" app=""core"" location=""global"" params=""$table->baseUrl, $table->pages, $table->page, $table->limit""}
		</div>
	{{endif}}

	<ul class='ipsDataList ipsDataList_large'>
		{template=""$table->rowsTemplate[1]"" params=""$table, $headers, $rows"" object=""$table->rowsTemplate[0]""}
	</ul>

	{{if $table->pages > 1}}
		<div class=""ipsButtonBar ipsPad_half ipsClearfix ipsClear"">
			{template=""pagination"" group=""global"" app=""core"" location=""global"" params=""$table->baseUrl, $table->pages, $table->page, $table->limit""}
		</div>
	{{endif}}
  {theme=""ipsfocus_b3""}
</div>",10000,1460070025
30,template,core,front,modcp,report,"$report,$comment,$item,$ref,$prevReport,$prevItem,$nextReport,$nextItem","{{if $comment}}
	{{$idField = $comment::$databaseColumnId;}}
	{{$quoteData = json_encode( array( 'userid' => $comment->author()->member_id, 'username' => $comment->author()->name, 'timestamp' => $comment->mapped('date'), 'contentapp' => $item::$application, 'contenttype' => $item::$module, 'contentclass' => str_replace( '\\', '_', mb_substr( $comment::$itemClass, 4 ) ) ) );}}
{{else}}
	{{if $item}}
		{{$class = get_class( $item );}}
		{{$quoteData = json_encode( array( 'userid' => $item->author()->member_id, 'username' => $item->author()->name, 'timestamp' => $item->mapped('date'), 'contentapp' => $item::$application, 'contenttype' => $item::$module, 'contentclass' => str_replace( '\\', '_', mb_substr( get_class( $item ), 4 ) ) ) );}}
	{{else}}
		{{$quoteData = json_encode( array() );}}
	{{endif}}
{{endif}}
<article class='ipsColumns ipsColumns_collapseTablet ipsClear ipsClearfix' data-controller=""core.front.modcp.report"">
	<div class='ipsColumn ipsColumn_fluid' data-controller='core.front.core.comment' data-quoteData='{$quoteData}'>
		{{if $comment}}
			<div class=""ipsClearfix ipsBox ipsPad"" id='elReportComment'>
				<h2 class=""ipsType_sectionHead"">
					<a href='{$report->url()->setQueryString( array( 'action' => 'find', 'parent' => 1 ) )}' class='ipsType_blendLinks'>{$comment->item()->mapped('title')}</a>
				</h2>
				<br>
				<a href='{$report->url()->setQueryString( array( 'action' => 'find' ) )}' class='ipsType_normal ipsType_light'>
					{$report->tableDescription()|raw}
				</a>
				<br><br>
				<div class='ipsPost' data-role='commentContent'>
					<div data-ipsTruncate data-ipsTruncate-type=""hide"" data-ipsTruncate-size=""#elReportPanel"">
						<div class='ipsType_richText ipsType_normal ipsContained' data-controller='core.front.core.lightboxedImages'>
							{$comment->content()|raw}
						</div>
					</div>
				</div>
				<hr class='ipsHr'>
				<ul class='ipsList_inline' data-role=""commentControls"">
					{{if $comment->canEdit( \IPS\Member::loggedIn() )}}
						<li><a href='{$comment->url('edit')}&_report={$report->id}' data-action='editComment'>{lang=""edit""}</a></li>
					{{endif}}
					{{if $comment->canHide( \IPS\Member::loggedIn() )}}
						<li><a href='{$comment->url('hide')->csrf()}&_report={$report->id}' data-action='hideComment' data-ipsDialog data-ipsDialog-title=""{lang=""hide""}"">{lang=""hide""}</a></li>
					{{endif}}
					{{if $comment->canDelete( \IPS\Member::loggedIn() )}}
						<li><a href='{$comment->url('delete')->csrf()}&_report={$report->id}' data-action='deleteComment' data-showOnDelete=""#elReportCommentDeleted"" data-hideOnDelete=""#elReportComment"">{lang=""delete""}</a></li>
					{{endif}}
					{{if $comment->item()->canDelete( \IPS\Member::loggedIn() )}}
						<li><a href='{$item->url('moderate')->setQueryString( 'action', 'delete' )->csrf()}&_report={$report->id}' data-action='deleteComment' data-showOnDelete=""#elReportCommentDeleted"" data-hideOnDelete=""#elReportComment"">{lang=""delete_thing"" sprintf=""\IPS\Member::loggedIn()->language()->addToStack( $item::$title )""}</a></li>
					{{endif}}
				</ul>
			</div>
		{{elseif $item}}
			<div class=""ipsClearfix ipsBox ipsPad"" id='elReportComment'>
				<h2 class=""ipsType_sectionHead"">
					<a href='{$report->url()->setQueryString( 'action', 'find' )}' class='ipsType_blendLinks'>{$item->mapped('title')}</a>
				</h2>
				<br>
				<a href='{$report->url()->setQueryString( array( 'action' => 'find' ) )}' class='ipsType_normal ipsType_light'>
					<i class='fa fa-{$item::$icon}'></i> {lang=""$item::$title""}
				</a>
				<br><br>
				<div class='ipsPost' data-role='commentContent'>
					<div data-ipsTruncate data-ipsTruncate-type=""hide"" data-ipsTruncate-size=""#elReportPanel"">
						<div class='ipsType_richText ipsType_normal ipsContained' data-controller='core.front.core.lightboxedImages'>
							{$item->content()|raw}
						</div>
					</div>
				</div>
				<hr class='ipsHr'>
				<ul class='ipsList_inline' data-role=""commentControls"">
					{{if $item->canEdit( \IPS\Member::loggedIn() )}}
						<li><a href='{$item->url('edit')}&_report={$report->id}' data-action='editComment'>{lang=""edit""}</a></li>
					{{endif}}
					{{if $item->canHide( \IPS\Member::loggedIn() )}}
						<li><a href='{$item->url('moderate')->setQueryString( 'action', 'hide' )->csrf()}&_report={$report->id}' data-action='hideComment' data-ipsDialog data-ipsDialog-title=""{lang=""hide""}"">{lang=""hide""}</a></li>
					{{endif}}
					{{if $item->canDelete( \IPS\Member::loggedIn() )}}
						<li><a href='{$item->url('moderate')->setQueryString( 'action', 'delete' )->csrf()}&_report={$report->id}' data-action='deleteComment' data-showOnDelete=""#elReportCommentDeleted"" data-hideOnDelete=""#elReportComment"">{lang=""delete""}</a></li>
					{{endif}}
				</ul>
			</div>
		{{endif}}
		<div class=""ipsType_center ipsType_large ipsEmpty {{if $comment or $item}}ipsHide{{endif}}"" id='elReportCommentDeleted'>
			<i class=""fa fa-trash-o""></i>
			<br>
			{lang=""content_deleted""}
		</div>
	</div>
	<aside class='ipsColumn ipsColumn_veryWide'>
		<div id=""elReportSidebar"">
			<div class='ipsBox ipsPad_half' id='elReportSidebar_toggle' data-controller='core.front.modcp.reportToggle'>
				<div class='ipsPad_half ipsType_center ipsType_normal'>
					<p class='ipsType_reset ipsType_large cReportSidebar_icon ipsSpacer_bottom ipsSpacer_half'><i class='{{if $report->status == 1}}fa fa-flag{{elseif $report->status == 2}}fa fa-exclamation-triangle{{else}}fa fa-check-circle{{endif}}' data-role='reportIcon'></i></p>
					<strong>{lang=""status""}:</strong> <span data-role=""reportStatus"">{lang=""report_status_{$report->status}""}</span>
				</div>

				<a href='#elReportItem{$report->id}_menu' id='elReportItem{$report->id}' class='ipsButton ipsButton_primary ipsButton_small ipsButton_fullWidth' data-ipsMenu data-ipsMenu-closeOnClick data-ipsMenu-appendTo='#elReportSidebar_toggle' data-ipsMenu-selectable>
					{lang=""mark_report_as""} <i class='fa fa-caret-down'></i>
				</a>
				{template=""reportToggle"" group=""modcp"" params=""$report, '', FALSE""}
			</div>
			<br>
			<div id='elReportPanel' class='ipsBox'>
				{template=""reportPanel"" group=""modcp"" params=""$report,$comment,$ref""}
			</div>
		</div>
	</aside>
</article>
<br>
<nav class='ipsPager ipsGrid ipsClearFix ipsList_inline ipsSpacer_bottom'>
	<div class='ipsGrid_span6 ipsPager_prev'>
		{{if $prevReport}}
			<a href=""{url=""app=core&module=modcp&controller=modcp&tab=reports&action=view&id={$prevReport['id']}"" seoTemplate=""modcp_report""}"" title='{lang=""previous_report""}' rel='prev'>
				<span class='ipsPager_type'>{lang=""previous_report""}</span>
				{{if $prevItem}}
					<span class='ipsPager_title ipsType_break'>{wordbreak=""$prevItem->mapped('title')""}</span>
				{{else}}
					<span class='ipsPager_title'><em class=""ipsType_light"">{lang=""content_deleted""}</em></span>
				{{endif}}
			</a>
		{{endif}}
	</div>
	<div class='ipsGrid_span6 ipsType_right ipsPager_next'>
		{{if $nextReport}}
			<a href=""{url=""app=core&module=modcp&controller=modcp&tab=reports&action=view&id={$nextReport['id']}"" seoTemplate=""modcp_report""}"" title='{lang=""next_report""}' rel='next'>
				<span class='ipsPager_type'>{lang=""next_report""}</span>
				{{if $nextItem}}
					<span class='ipsPager_title ipsType_break'>{wordbreak=""$nextItem->mapped('title')""}</span>
				{{else}}
					<span class='ipsPager_title'><em class=""ipsType_light"">{lang=""content_deleted""}</em></span>
				{{endif}}
			</a>
		{{endif}}
	</div>
</nav>
<section class='ipsBox ipsfocus_reset'>
	{theme=""ipsfocus_b1""}<h2 class=""ipsType_sectionTitle ipsType_reset"">{lang=""responses_to_report""}</h2>{theme=""ipsfocus_b2""}
	<div data-controller=""core.front.core.commentsWrapper"" data-tabsId='elTabsReport'>
		<div class=""ipsTabs ipsTabs_contained ipsClearfix"" id=""elTabsReport"" data-ipsTabBar data-ipstabbar-contentarea=""#elReportComments"">
			<a href=""#elTabs_report"" data-action=""expandTabs""><i class=""fa fa-caret-down""></i></a>
			<ul role=""tablist"">
				<li>
					<a href=""#"" id=""elUserReports"" class=""ipsTabs_item ipsTabs_activeItem"" title="""" role=""tab"" aria-selected=""true"">
						{lang=""report_user_reports"" pluralize=""count( $report->reports() )""}
					</a>
				</li>
				<li>
					<a href=""#"" id=""elTabsReport_tab_mod_comments"" class=""ipsTabs_item"" title="""" role=""tab"" aria-selected=""false"">
						{lang=""report_mod_comments"" pluralize=""$report->num_comments""}
					</a>
				</li>
			</ul>
		</div>
		<div id=""elReportComments"" class=""ipsTabs_contained ipsTabs_panels"">
			<div id=""ipsTabs_elTabsReport_elUserReports_panel"" class=""ipsTabs_panel"" aria-labelledby=""elUserReports"" aria-hidden=""false"">
				<div data-role=""commentFeed"">
					{{foreach $report->reports() as $r}}
						<article itemscope itemtype=""http://schema.org/Comment"" id=""elCommentMod_{$r['rid']}"" class=""ipsComment ipsComment_parent ipsClearfix ipsClear "">
							<div class='ipsComment_content ipsType_medium'>
								<div class='ipsComment_header ipsPhotoPanel ipsPhotoPanel_mini'>
									{template=""userPhoto"" app=""core"" group=""global"" params=""\IPS\Member::load( $r['report_by'] ), 'mini'""}
									<div>
										<h3 class='ipsComment_author ipsType_normal ipsType_blendLinks'>{member=""link()"" id=""$r['report_by']"" raw=""true""}</h3>
                                      	{{if \IPS\Member::loggedIn()->modPermission('can_use_ip_tools') and \IPS\Member::loggedIn()->canAccessModule( \IPS\Application\Module::get( 'core', 'modcp' ) )}}
											<p class='ipsPos_right ipsType_reset ipsType_blendLinks ipsFaded ipsFaded_more'>
												<span class='ipsResponsive_hidePhone'>(<a href=""{url=""app=core&module=modcp&controller=modcp&tab=ip_tools&ip={$r['ip_address']}"" seoTemplate=""modcp_ip_tools""}"">{lang=""ip_prefix"" sprintf=""$r['ip_address']""}</a>)</span>
											</p>
										{{endif}}
										<p class=""ipsComment_meta ipsType_light ipsType_medium"">
											{lang=""report_date_submitted""} {datetime=""$r['date_reported']""}
										</p>
									</div>
								</div>
								<div class='ipsPad'>
									<div class=""ipsType_normal ipsType_richText ipsType_break ipsContained"" data-controller='core.front.core.lightboxedImages'>
										{{if $r['report']}}
											{$r['report']|raw}
										{{else}}
											<p><em class=""ipsType_light"">{lang=""report_no_message""}</em></p>
										{{endif}}
									</div>
								</div>
							</div>
						</article>
					{{endforeach}}
				</div>
			</div>
			<div id=""ipsTabs_elTabsReport_elTabsReport_tab_mod_comments_panel"" class=""ipsTabs_panel"" aria-labelledby=""elTabsReport_tab_mod_comments"" aria-hidden=""false"">
				<div data-controller='core.front.core.commentFeed' {{if settings.auto_polling_enabled}}data-autoPoll{{endif}} data-commentsType='mod_comments' data-baseURL='{$report->url()}' {{if $report->isLastPage()}}data-lastPage{{endif}} data-feedID='report-{$report->id}'>
                  	{{if $report->commentPageCount() > 1}}
						{$report->commentPagination()|raw}
						<br><br>
					{{endif}}
					<div data-role='commentFeed' data-controller='core.front.core.moderation'>
						<form action=""{$report->url()->csrf()->setQueryString( 'action', 'multimodComment' )}"" method=""post"" data-ipsPageAction data-role='moderationTools'>
							{{foreach $report->comments() as $modcomment}}
								{$modcomment->html()|raw}
							{{endforeach}}
							{template=""commentMultimod"" app=""core"" group=""global"" params=""$report""}
						</form>
					</div>
                  	{{if $report->commentPageCount() > 1}}
						<hr class='ipsHr'>
						{$report->commentPagination()|raw}
						<br><br>
					{{endif}}
					<div data-role='replyArea' class='ipsAreaBackground ipsPad'>
						{$report->commentForm()|raw}
					</div>
				</div>
			</div>
		</div>
	</div>{theme=""ipsfocus_b3""}
</section>",10000,1460070025
31,template,core,front,modcp,reportList,$table,"<div class='ipsBox ipsfocus_reset' data-controller='core.front.modcp.reportList'>
	{$table|raw}
</div>",10000,1460070025
32,template,core,front,modcp,tableWrapper,"$table, $title=''","<div class='ipsBox ipsfocus_reset' data-controller='core.front.modcp.reportList'>
	{{if $title}}
		<h2 class='ipsType_sectionTitle ipsType_reset ipsClear'>{lang=""$title""}</h2>
	{{endif}}
	{$table|raw}
</div>",10000,1460070025
